name,address,city,state,stars,categories,Simplified Category,ZIP Code,Neighborhood,Population Density,Median Household Income,% White,% Black,% Hispanic,% Asian,% Other,Predicted Growth,Avg Real Estate Price
The Spaniard,5303 W Kennedy Blvd,Tampa,FL,4,"Latin American, American (Traditional), Restaurants",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,32.13,411201
The Hole In The Wall Bar-Tampa,1735 W Hillsborough Ave,Tampa,FL,3,"Shopping, Bars, Nightlife, Dive Bars, Pool & Billiards",Bar & Wines,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,16.72,204222
Ybor City Food Tours,"1600 E 7th Ave, Meeting Location",Tampa,FL,4,"Cuban, Restaurants, Food Tours, Yelp Events, Tours, Educational Services, Hotels & Travel, Education, Local Flavor",Latin,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,22.61,220423
Asados Al Carbon,7212 N Armenia Ave,Tampa,FL,3,"Colombian, Event Planning & Services, Latin American, Specialty Food, Food Delivery Services, Caterers, Ethnic Food, Barbeque, Cafes, Food, Soup, Breakfast & Brunch, Spanish, Restaurants",Coffee/Cafe,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,26.88,381090
Elevation Coffee Roasters,"4952 Northdale Blvd, Ste 101",Tampa,FL,5,"Food, Tea Rooms, Internet Cafes, Coffee & Tea, Coffee Roasteries",Coffee/Cafe,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,8.59,122068
Boizao,4606 Boy Scout Blvd,Tampa,FL,3,"Steakhouses, Brazilian, Restaurants, Food",Other,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,4.18,312328
Kurry Xpress,10069 E Adamo Dr,Tampa,FL,4,"Vegetarian, Pakistani, Indian, Restaurants, Halal",Other,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,9.35,498759
H20℃,13520 University Plaza St,Tampa,FL,4,"Bubble Tea, Food, Ice Cream & Frozen Yogurt",Dessert,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,19.22,255955
Starbucks,401 S Dale Mabry Hwy,Tampa,FL,2,"Food, Coffee & Tea, Restaurants",Coffee/Cafe,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,29.45,411201
Sips Specialty Coffee House,6118 Gunn Hwy,Tampa,FL,4,"Coffee & Tea, Food, Internet Cafes, Cafes, Restaurants",Coffee/Cafe,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Sushi-Haru,3817 Northdale Blvd,Tampa,FL,3,"Japanese, Restaurants, Seafood, Sushi Bars",Bar & Wines,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,0.19,122068
Isaacs World Famous,7801 N Nebraska Ave,Tampa,FL,4,"Hot Dogs, Restaurants, Burgers, Chicken Wings",American & Fast Food,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,15.32,381090
Louis Pappas Fresh Greek,3409 W Bay To Bay Blvd,Tampa,FL,4,"Greek, Restaurants, Sandwiches, Cafes, Salad",Coffee/Cafe,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,12.94,297935
Urban Oasis Hydroponic Farm,5416 W Linebaugh Ave,Tampa,FL,5,"Farmers Market, Food, Shopping, Home & Garden, Nurseries & Gardening, Hydroponics",Other,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,6.0,122068
Buddy Brew Coffee ,2020 W Kennedy Blvd,Tampa,FL,4,"Food, Coffee & Tea",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,3.84,370227
Grand Hyatt Tampa Bay,2900 Bayport Dr,Tampa,FL,4,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels",American & Fast Food,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,12.83,312328
Los Comales,1202 139th Ave E,Tampa,FL,4,"Restaurants, Food Trucks, Mexican, Tex-Mex, Tacos, Food, Latin American",Latin,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,42.43,255955
IL Terrazzo,700 S Florida Ave,Tampa,FL,3,"Restaurants, Italian",Italian,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,11.31,458315
McAlister's Deli,14444 N Dale Mabry,Tampa,FL,4,"Sandwiches, Desserts, Salad, Restaurants, Food, Delis",Dessert,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,14.53,323283
Publix,4900 W Kennedy Blvd,Tampa,FL,3,"Wineries, Grocery, Delis, Restaurants, Arts & Entertainment, Food, Bakeries",Other,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,25.31,411201
Italian Club,1731 E 7th Ave,Tampa,FL,3,"Women's Clothing, Community Service/Non-Profit, Restaurants, Bars, Nightlife, Professional Services, Italian, Shopping, Fashion, Venues & Event Spaces, Event Planning & Services, Local Services",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,10.18,220423
Green Iguana Bar & Grill,9202 Anderson Rd,Tampa,FL,3,"Bars, American (New), Beer, Wine & Spirits, Food, Restaurants, Nightlife",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,34.01,458315
Planet Smoothie,11852 Bruce B Downs Blvd,Tampa,FL,3,"Juice Bars & Smoothies, Food",Bar & Wines,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Tapper Pub,3832 Britton Plz,Tampa,FL,4,"Sandwiches, Pubs, Bars, Nightlife, Dive Bars, Restaurants",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,7.55,185237
Pop N Sons Diner,4812 N Dale Mabry Hwy,Tampa,FL,4,"Restaurants, Diners, Breakfast & Brunch",American & Fast Food,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,18.4,438346
Big Island Poke,3601 W Gandy Blvd,Tampa,FL,4,"Juice Bars & Smoothies, Poke, Food, Hawaiian, Restaurants, Acai Bowls",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,9.03,185237
Islamorada Fish Company Restaurant,10501 Palm River Rd,Tampa,FL,2,"Sandwiches, Fish & Chips, Restaurants",Other,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,11.68,498759
Bay City Sandwich Shop,410 E Madison St,Tampa,FL,4,"Restaurants, Coffee & Tea, Sandwiches, Food",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,1.29,458315
Gator's Dockside - Tampa,5840 E Fowler Ave,Tampa,FL,3,"American (Traditional), Nightlife, Chicken Wings, Restaurants, Bars, Sports Bars, Fish & Chips",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,20.12,468742
Chef Tony Macaroni,6918 N Florida Ave,Tampa,FL,5,"American (Traditional), Italian, Personal Chefs, Restaurants, Event Planning & Services, Sandwiches, Caterers",American & Fast Food,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,15.08,381090
Tampa Bay Brewing Company Westchase,13937 Monroe's Business Park,Tampa,FL,4,"American (New), Breweries, Food, American (Traditional), Restaurants, Gastropubs",Bar & Wines,33635,Near Town 'n' Country,2550.0,55000.0,49.0,21.0,25.0,5.0,0.0,1.31,367913
Strandhill Public Tampa Heights,309 W Palm Ave,Tampa,FL,4,"Nightlife, Bars, Irish Pub",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,9.75,458315
Keke's Breakfast Cafe,13614 Bruce B Downs Blvd,Tampa,FL,4,"Breakfast & Brunch, Restaurants, Diners, Cafes",Coffee/Cafe,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
See's Candies Seasonal Location,"2223 N. West Shore Boulevard, Inline Space No. 135",Tampa,FL,4,"Candy Stores, Chocolatiers & Shops, Specialty Food, Shopping, Food, Flowers & Gifts, Gift Shops",Other,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,9.1,312328
Hablo Taco,"615 Channelside Dr, Ste 127, Channelside Bay Plaza",Tampa,FL,3,"Lounges, Restaurants, Mexican, Nightlife, Bars, Tex-Mex",Latin,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,5.07,458315
McDonald's,4818 S Manhattan,Tampa,FL,2,"Food, Restaurants, Fast Food, Burgers, Coffee & Tea",Coffee/Cafe,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,14.68,185237
Dairy Joy,3813 S Manhattan Ave,Tampa,FL,4,"Food, Ice Cream & Frozen Yogurt",Dessert,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,29.57,185237
Inside the Box,2002 N Florida Ave,Tampa,FL,4,"American (Traditional), Restaurants, Caterers, Event Planning & Services, Salad, Cafes, Sandwiches",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,8.47,458315
District Tavern,116 N 12th St,Tampa,FL,4,"Local Flavor, Event Planning & Services, American (Traditional), Bars, Nightlife, Restaurants, Gastropubs, Venues & Event Spaces",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,23.52,458315
Godiva Chocolatier,2223 N West Shore Blvd,Tampa,FL,4,"Food, Specialty Food, Chocolatiers & Shops, Candy Stores",Other,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,28.94,312328
DeLosa's New York Pizza,4110 Henderson Blvd,Tampa,FL,3,"Italian, Restaurants, Pizza",Italian,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,7.37,297935
El Señor De Los Tacos,"1441 E Fletcher Ave, Ste 111",Tampa,FL,3,"Tacos, Breakfast & Brunch, Restaurants, Mexican, Latin American",Latin,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Cellini,5427 Bayshore Blvd,Tampa,FL,3,"Italian, Restaurants",Italian,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,11.03,185237
Cru Cellars - Palma Ceia,2506 S MacDill Ave,Tampa,FL,4,"Restaurants, Bars, Tapas/Small Plates, Nightlife, American (New), Venues & Event Spaces, Event Planning & Services, Wine Bars",Bar & Wines,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,19.6,297935
China House,3978 W Hillsborough Ave,Tampa,FL,2,"Restaurants, Chinese",Asian,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,23.44,438346
The Bean Bar,17018 Palm Pointe Dr,Tampa,FL,4,"Cafes, Food Trucks, Breakfast & Brunch, Juice Bars & Smoothies, Restaurants, Coffee & Tea, Food",Coffee/Cafe,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,13.39,185666
Sunday's Fine Dining,1919 E 7th Ave,Tampa,FL,3,"Breakfast & Brunch, Restaurants, American (New)",American & Fast Food,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,2.53,220423
Cuenelli's Peruvian Restaurant,4801 W Hillsborough Ave,Tampa,FL,4,"Peruvian, Restaurants, Latin American",American & Fast Food,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,30.91,438346
Steak ’n Shake,16201 N Dale Mabry Hwy,Tampa,FL,2,"Restaurants, American (Traditional), Diners, Burgers, Fast Food, American (New), Breakfast & Brunch",American & Fast Food,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,8.98,323283
Duckweed Urban Grocery,803 N Tampa St,Tampa,FL,4,"Grocery, Food, Specialty Food, Bakeries, Beer, Wine & Spirits",Other,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,6.53,458315
Pane Rustica Due,1910 N Ola Ave,Tampa,FL,4,"Bakeries, American (New), Tuscan, Food, Italian, Restaurants",American & Fast Food,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,1.43,458315
Bavaro's Pizza Napoletana and Pastaria,4100 George J Bean Pkwy,Tampa,FL,3,"Restaurants, Pizza, Italian",Italian,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,22.45,312328
Tiny Tap Tavern,2105 W Morrison Ave,Tampa,FL,4,"Dive Bars, Nightlife, Bars",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,21.68,370227
Far East Chinese Restaurant,5022 E 10th Ave,Tampa,FL,4,"Chinese, Restaurants",Asian,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,0.68,498759
Hott Mess Cafe,6102 Interbay Blvd,Tampa,FL,4,"Tacos, Mexican, Restaurants, American (Traditional), Hot Dogs",Latin,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,15.36,185237
Lima Rotisserie Chicken And Peruvian Cuisine,19062 Bruce B Downs Blvd,Tampa,FL,4,"Soup, Seafood, Peruvian, Chicken Shop, Latin American, Restaurants",American & Fast Food,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,5.66,185666
Domino's Pizza,11406 N Dale Mabry Hwy,Tampa,FL,2,"Pizza, Sandwiches, Chicken Wings, Restaurants",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,18.06,323283
Moe's Southwest Grill,2543 N Dale Mabry Hwy,Tampa,FL,2,"Fast Food, Restaurants, Tex-Mex, Mexican",Latin,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,6.63,312328
Rusty Pelican - Tampa,2425 Rocky Point Dr,Tampa,FL,4,"African, Venues & Event Spaces, Steakhouses, Restaurants, Seafood, American (New), Event Planning & Services",American & Fast Food,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,26.26,312328
Pizza Hut,19010 Bruce B Downs Blvd,Tampa,FL,1,"Restaurants, Pizza, Italian, Fast Food, Chicken Wings",American & Fast Food,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,9.67,185666
Sprinkles Tampa ATM,717 S Dakota Ave,Tampa,FL,4,"Cupcakes, Bakeries, Food",Dessert,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,29.98,370227
Mei's World Pizza,2592 E Bearss Ave,Tampa,FL,4,"Salad, Pizza, Barbeque, Soup, Restaurants, Taiwanese, Chinese",Bar & Wines,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,6.19,255955
Panera Bread,13256 N Dale Mabry Hwy,Tampa,FL,3,"Breakfast & Brunch, Soup, Restaurants, Bagels, Food, Salad, Sandwiches",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,9.55,323283
Coast Tampa's Bay Cuisine,5312 Avion Park Dr,Tampa,FL,4,"American (New), Seafood, Breakfast & Brunch, Restaurants",American & Fast Food,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,4.31,312328
Pizza Fusion at Skypoint,777 N Ashley Dr,Tampa,FL,3,"Sandwiches, Gluten-Free, Pizza, Restaurants",Other,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,32.36,458315
Aussie Grill by Outback,2223 N Westshore Blvd,Tampa,FL,4,"Sandwiches, Burgers, Restaurants, Steakhouses, American (New)",American & Fast Food,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,33.34,312328
Mirro's Pizzeria,2307 South Dale Mabry Hwy,Tampa,FL,5,"Restaurants, Pizza, Italian",Italian,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,8.0,297935
China Gate Take Out Restaurant,14957 N Florida Ave,Tampa,FL,2,"Restaurants, Chinese, Chicken Shop, Seafood",Asian,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,29.7,255955
Twisted Olive,9882 W Linebaugh Ave,Tampa,FL,3,"Piano Bars, Bars, Nightlife",Bar & Wines,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,21.25,251619
Sabor del Caribe,7699 W Waters Ave,Tampa,FL,4,"Puerto Rican, Food, Street Vendors, Food Trucks, Restaurants, Caribbean",Latin,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,18.88,320788
Chick-fil-A,401 W Kennedy Blvd,Tampa,FL,4,"Event Planning & Services, Caterers, Chicken Shop, Fast Food, Restaurants",American & Fast Food,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,16.95,370227
Starbucks,4202 E Fowler Ave,Tampa,FL,2,"Food, Coffee & Tea",Coffee/Cafe,33620,University Area,4600.0,32000.0,28.0,42.0,25.0,5.0,0.0,11.13,266234
Gio's,3621 W Waters Ave,Tampa,FL,4,"Nightlife, Bars, Italian, Wine Bars, Restaurants",Bar & Wines,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,3.44,438346
Kelly Days Firehouse Tavern,1710 E 7th Ave,Tampa,FL,3,"Burgers, Bars, Cocktail Bars, Nightlife, Restaurants",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,25.12,220423
Sprouts Farmers Market,15110 N Dale Mabry Hwy,Tampa,FL,4,"Food, Grocery, Specialty Food, Health Markets, Farmers Market, Organic Stores",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,25.21,323283
Schnitzelhaus Restaurant,4333 W Waters Ave,Tampa,FL,3,"Restaurants, German",Other,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,23.42,438346
Sociale Italian Tapas & Pizza Bar,5427 Bayshore Blvd,Tampa,FL,4,"Restaurants, Cocktail Bars, Italian, Nightlife, Pizza, Tapas/Small Plates, Bars",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,10.17,185237
Torch Diamond Crown Lounge,15407 North Dale Mabry Hwy,Tampa,FL,3,"Bars, Cigar Bars, Shopping, Tobacco Shops, Nightlife, Lounges",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,9.78,323283
Copper Top Pub,5112 E Fowler Ave,Tampa,FL,4,"Bars, Nightlife",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,23.96,468742
Aladin's Grill,2309 N 22nd St,Tampa,FL,5,"Mediterranean, American (Traditional), Middle Eastern, Restaurants, Event Planning & Services, Caterers, Halal",American & Fast Food,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,25.12,220423
Scores Gentlemens Club & Steakhouse,2310 N Dale Mabry Hwy,Tampa,FL,2,"Lounges, Adult Entertainment, Bars, Champagne Bars, Nightlife",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,33.71,312328
Bourbon St. Grill,253 Westshore Plz,Tampa,FL,4,"Restaurants, Food, Cajun/Creole",Other,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,28.08,411201
Tace Lounge New Orleans Cuisine & Jazz,14380 N Dale Mabry Hwy,Tampa,FL,2,"Food Tours, Lounges, Tours, Party & Event Planning, Hotels & Travel, Food, Beer, Wine & Spirits, Music Venues, Nightlife, Bars, Cajun/Creole, Arts & Entertainment, Jazz & Blues, Event Planning & Services, Restaurants",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,17.98,323283
IHOP,802 S Dale Mabry Hwy,TAMPA,FL,3,"Breakfast & Brunch, Restaurants, American (Traditional), American (New), Burgers",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,3.03,411201
The Independent,5016 N Florida Ave,Tampa,FL,4,"Restaurants, Nightlife, Pubs, Food, Bars, American (New), German, Coffee & Tea, American (Traditional), Beer Bar",Coffee/Cafe,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,5.01,204222
The Hungry Greek,10041 N Dale Mabry Hwy,Tampa,FL,3,"Chicken Shop, Restaurants, Greek, Mediterranean",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,25.16,323283
NY Pizza Grill,4337 W Kennedy Blvd,Tampa,FL,1,"American (Traditional), Pizza, Italian, Restaurants",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,21.83,411201
Burger King,14999 N Florida Ave,Tampa,FL,1,"Restaurants, Fast Food, Burgers",American & Fast Food,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,0.41,255955
Besito Mexican Restaurant,205 Westshore Plz,Tampa,FL,4,"Mexican, Restaurants, Salad, Food, Bars, Nightlife",Latin,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,3.65,411201
Keke's Breakfast Cafe,1203 S Dale Mabry Hwy,Tampa,FL,3,"Breakfast & Brunch, Restaurants, Waffles, Diners, Sandwiches",American & Fast Food,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,20.57,297935
Gaia Donut,6617 N Nebraska Ave,Tampa,FL,5,"Bakeries, Food, Vegan, Cupcakes, Cafes, Donuts, Restaurants, Desserts",Coffee/Cafe,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,0.15,381090
Desi Flavors - Tampa,13418 Telecom Dr,Tampa,FL,5,"Indian, Restaurants, Salad, Desserts, Halal, Food",Dessert,33637,Other,,Other,Other,Other,Other,Other,Other,,133434
City Market Eats,206 N Morgan St,Tampa,FL,4,"Coffee & Tea, Food, Hot Dogs, Restaurants, Bagels, Ice Cream & Frozen Yogurt",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,19.21,458315
Michael's Grill,11720 N Dale Mabry Hwy,Tampa,FL,4,"American (New), Nightlife, Breakfast & Brunch, Bars, American (Traditional), Seafood, Restaurants",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,19.37,323283
The Brisket Shoppe,3501 N Armenia Ave,Tampa,FL,5,"Restaurants, Barbeque, Shopping, Grilling Equipment, Food, Home & Garden, Meat Shops, Specialty Food",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,24.77,312328
Alert Coffee,6809 N Nebraska Ave,Tampa,FL,5,"Food, Coffee Roasteries, Coffee & Tea",Coffee/Cafe,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,6.73,381090
Alex's,5362 W Village Dr,Tampa,FL,4,"Barbeque, American (Traditional), Restaurants",Bar & Wines,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,19.23,122068
The Bunker,1907 N 19th St,Tampa,FL,4,"Nightlife, Restaurants, Sports Bars, Bars, Cafes",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,6.64,220423
River's Edge,200 N Ashley Dr,Tampa,FL,3,"Restaurants, Cocktail Bars, American (New), Bars, Hotels & Travel, Tapas/Small Plates, Hotels, Event Planning & Services, Nightlife, Seafood",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,11.39,458315
Via Italia Woodfired Pizza & Bar,8644 Hunters Village Rd,Tampa,FL,4,"Italian, Restaurants, Pizza",Italian,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,18.66,185666
Hungry Howie's Pizza & Subs,5802 N Armenia Ave,Tampa,FL,2,"Chicken Wings, Italian, Pizza, Restaurants",Italian,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,20.14,204222
North 30th Sports Pub & Grille,11402 N 30th St,Tampa,FL,4,"Nightlife, Sports Bars, Bars, Restaurants, American (Traditional)",Bar & Wines,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Montauro Ristorante,2501 W Tampa Bay Blvd,Tampa,FL,4,"Restaurants, Italian",Italian,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,24.99,312328
Zoes Kitchen,15028 N Dale Mabry Hwy,Tampa,FL,4,"Kebab, Mediterranean, Greek, Restaurants, Sandwiches",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,15.91,323283
Zaxby's Chicken Fingers & Buffalo Wings,3864 W Waters Ave,Tampa,FL,3,"Restaurants, Salad, Fast Food, Chicken Wings",American & Fast Food,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,3.47,438346
Global A'fare,3023 W Kennedy Blvd,Tampa,FL,4,"American (New), Restaurants",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,13.24,411201
Al's Finger Licking Good Bar-B-Que,1609 Angel Oliva Sr St,Tampa,FL,4,"American (Traditional), Southern, Barbeque, Restaurants",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,7.43,220423
Euro Food & Deli,3949 W Kennedy Blvd,Tampa,FL,3,"Restaurants, Sandwiches, Delis, International Grocery, Food",Other,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,8.78,411201
Larry's Giant Subs,3841 W Kennedy Blvd,Tampa,FL,3,"Delis, Sandwiches, Restaurants, Gluten-Free, Cheesesteaks",Other,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,35.03,411201
Petit Piquant,1704 N Howard Ave,Tampa,FL,4,"Desserts, Coffee & Tea, Bakeries, Food",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,14.94,312328
Enjoi Sweets & Company,"4707 W Gandy Blvd, Ste 7",Tampa,FL,4,"Desserts, Food, Cafes, Restaurants, Food Trucks, American (Traditional)",Coffee/Cafe,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,26.76,185237
Icesmile,"1512 E Fowler Ave, Unit C",Tampa,FL,4,"Ice Cream & Frozen Yogurt, Food, Desserts",Dessert,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
La Familia Bakery,"1450 Skipper Rd, Ste 32",Tampa,FL,4,"Food, Bakeries",Other,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,35.77,255955
Dunkin',3820 S Dale Mabry Hwy,Tampa,FL,2,"Donuts, Coffee & Tea, Food",Coffee/Cafe,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,15.08,185237
